id,text
432,CYBER CAFE THAT IS FUNCTIONING EXPLOSION
433,"Emergency aid needed at the Centre, Flora for Damien on the grounds Pampak of the unibank"
435,"We need drinking water, medicines, food, lamp oil, and security. Please call to get a rental."
436,i need a litle credit on my count
437,"Good morning, we are in Pelerin. We need some food, some water and some hygienic supplies. Please come, you can't let us perish, please"
438,WE ARE DYING OF HUNGER OF THIRST SEE WAT U CAN DO THE ADDRESS IS : PETION VILLE ROAD CHAVANNE NEAR THE IMPASS EVIL-T # 115
440,we are dyin of thirst in MARTISAN 25A itsmedicine without frontier they brought food year water for us..
443,Need help as our houses have been destroyed at Delmas. We are now staying at Thomassin 42
444,PEWODEN FIFTH SECTION OF THE DEPARTEMEN OF The ARTIBONITE IS LETTIN U KNOW TODAY THE PLAN WE HAVE FOR THOSE INJURED IN THE EARTQUAKE. LIKE MANY OF THOSE IN P.
446,"People that went back to live, who left us empty handed. We're asking, the people who are concerned to bring help to almost 2000 people living in difficult situations right now"
447,pleas we are in Renaissance village on the new road. we are dying of hunger pleas help TN New road is the road built by the army that links city sun directly to the national 1 highway. there are many old sugarcane worker villages turned into slums gold poor residential neighbor hods in this area
448,I don't know the address at all because I just came from Jeremie
449,ir for youth. .. . we are counting on you and we are thanking you for your contribution. we are waiting for your response
451,After the earthquake i cannot call any body. even when i ihave 10 signal.
453,"after the earthquake, i canot talk to nobody even at 10"
455,There's only one cybercafe in the town called MOLE
456,i salute you for all you are doing to help us now. this is actually for the adress of a part cafe that is working. i will send it later. TN we had several messages about this yesterday. i suspect this is guy is advertising that he is up and running.
460,Please We need help at the Altidor Center at Thomassin 32.
461,the people of monseigneur Giyou between slelak street are dying of hunger. TN bishop Giyou is a residential neighborhood near the st Therese school in downtown
462,The address is new life bo kay in St Girl
463,NET ONE WIT LATORTUE IS FUNCTIONING IN THE ZONE OF DEKAWO. FREDO NET AP F
465,I WOULD ASK THE GOVERMENT AN ALL THEIR C HOW OR WHAT THEY COULD DO TO TAKE THE PEOPLE OUT POP MALL SAINT NICOLAS BECAUSE THE PEOPLE THAT ARE SELLIN THEY ARE. .. . ( MESSAGE INSUFICIENTS )
466,The prices have such as for food in Mole Saint Nicolas. A cup of Corn is 45 Gdes now.
467,We don't have working cyber in our region
468,hard because everything is sold sky high. Small rice tin can is sold for 40Gourdes 40Gourdes has roughly 1. 00 US
469,GOOD MORNIN AM IN DANGE MY PHONE CARD IS FINISH HOW CAN YOU HELP ME
470,An Association named J. B. D. M ( Young Good Rest for Development in Mole St Nicolas ) asked for food for the people of Saint Nicolas. .. .. . because cost 50 dolars. Translator's note : That's too much!
471,"The people cannot find food, hunger is killing them, please send the police so the street vendors can lower the price of the food."
474,there's a problem with the signal which blocks transactions
478,"Good morning, could you please tell me where I can find a Western Union office that's open in the capital?"
479,"We are at the Immaculate Conception hospital in Les Cayes, the complete adress is in Rue Duvivier - Thanks a lot, may God bless you."
480,GOOD DAY DIGICEL GIVE ME A CHANCE SO I CA CALL SOMEONE PLEASE
481,GOOD DAY! SWEETHEART I LOVE YOU FOREVER BABY
482,"The association of the youth in Good Rest for the Development of Mole St Nicolas are the market trying to find gasoline, the gallon for 50"
483,"is there a working hospital at present that is taking care of wounded people? people with Gynecological issues, fever or any sickness?"
484,"Good evening, the organizations that are helping Haiti, it is not only the capital that needs help. In the South, there a many people who left Port-au-Prince with nothing, they are hungry, please help!!!!!"
485,GOOD DAY DIGICEL I DONT KNOW UR WEB ADDRESS
486,HELLO MOM CALL ME BECAUSE I CANNOT GET THROUGH..
487,BRA BALANSE PLEASE THINK ABOUT ME THANK YOU IN ADVANCE
491,"This is a spam message about receiving money and verifying the account number, etc"
492,we have 8 days without food carfour debwos in the yard of the Acra no. has gotten to us please help we ask that someone gets to us..
493,I CAN'T GET THROUGH ANY OTHER PHONES GOAL DIGICEL
494,These people there are problem with the food for the people
496,ALL THE CYBER CAFE THAT ARE NEAR ME ARE NO OPEN BECAUSE THEIRS NO POWER FOR THE BATTERY TO CHARGE ONE HOPE THAT I HAVE IS. ..
497,IS IT YOU THAT WOULD BE NOT SEEK ME AT MY # OR IF YOU CAN GIVE ME SOMEWHERE I COULD TALK WITH YOU OR MEET US
498,"EDH PLEASE COME BY THE CROSSROADS B TO HELP OUR KIDS, THEY WILL DIE FROM HUNGER"
500,"Please help us we are hungry and thirsty in Siko, if it goes on any longer we will all die."
504,WE ARE IN THE STREET DOWN BY HAITIAN COAST GUARD NEXT TO EDH ( WISH IS THE ELECTRIC COMPANY ) THAT IS ON THE ROAD PLS SEND THE AUTHORITIY RESPOSABLE BECAUSE WE ARE IN THE STREET THANK YOU
505,"Please! Please! In the church of St Anthony ( St Anthony church ) located in Nazon in Port-au-Prince in downtown ), in Impasse Medilien, ( Street gold dead end street ) there are 100 people still trapped under the rubble. Please come and help us. Please in Nazon. .."
